record_id;base_id;id;file_name;title;author;date;print_run;typography_name;production_method;original_language;text_language;is_translation;note;has_text;record_type;text_word_count;text_char_count_with_spaces;text_char_count_without_spaces;source
132;126;126;lclc-n126-LKJS_LSJS_Riga_students_united_struggle_committee-1000-1935-03.txt;LKJS un LSJS Rīgas skolēnu vienotās cīņas komitejas uzsaukums skolniekiem, skolnieku vecākiem un progresīvajai inteliģencei radīt plašu protesta kustību pret fašistisko teroru skolās;LKJS un LSJS Rīgas skolēnu vienotās cīņas komiteja;1935-03;1000;Kolomans Vallišs;rotator;Latvian;Latvian;False;;TRUE;text;696;5357;4646;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 269–271.
133;127;127;lclc-n127-SP_CK-5000-1935-03-17.txt;Latvijas Sarkanās Palīdzības CK uzsaukums strādniekiem protestēt pret fašistiskā terora pastiprināšanos;Latvijas Sarkanās Palīdzības CK;1935-03-17;5000;«Sarkanās Palīdzības» spiestuve;rotator;Latvian;Latvian;False;;TRUE;text;243;1765;1518;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 271–272.
134;128;128;lclc-n128-SP_CK_SP_Riga_committee-5000-[…1935-03-18].txt;Latvijas Sarkanās Palīdzības CK un Rīgas komitejas lapiņa, veltīta Parīzes Komūnas atcerei, ar aicinājumu darbaļaudīm atbalstīt Sarkano Palīdzību cīņa pret fašistisko teroru;Latvijas Sarkanās Palīdzības CK un Latvijas Sarkanās Palīdzības Rīgas komiteja;[…1935-03-18];5000;«Sarkanās Palīdzības» spiestuve;rotator;Latvian;Latvian;False;;TRUE;text;355;2784;2421;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 272–273.
135;129;129;lclc-n129-LKP_LSSZP_LKJS_LSJS_VEF_unit_committee-200-[…1935-04-13].txt;VEF revolucionārās vienības komitejas 1. Maija uzsaukums strādniekiem solidarizēties ar starptautisko proletariātu cīņā par ekonomiskā stāvokļa uzlabošanu;LKP, LSSZP, LKJS un LSJS VEFa vienības komiteja;[…1935-04-13];200;unk;rotator;Latvian;Latvian;False;;TRUE;text;268;1863;1588;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 274–275.
136;130;130a;lclc-n130a-LKP_CK_LKJS_CK_LSSZP_CK_LSJS_CK-15000-[…1935-04-12].txt;LKP CK, LKJS CK, LSSZP CK un LSJS CK uzsaukums darbaļaudīm 1. Maijā organizēt cīņu par savām prasībām;LKP CK, LKJS CK, LSSZP CK un LSJS CK;[…1935-04-12];15000;Spartaks;typographic;Latvian;Latvian;False;;TRUE;text_variant;1111;8530;7396;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 275–278.
137;130;130b;lclc-n130b-LKP_CK_LKJS_CK_LSSZP_CK_LSJS_CK-4000-[1935-04-12…].txt;LKP CK, LKJS CK, LSSZP CK un LSJS CK uzsaukums darbaļaudīm 1. Maijā organizēt cīņu par savām prasībām;LKP CK, LKJS CK, LSSZP CK un LSJS CK;[1935-04-12…];4000;Spartaks;typographic;Latvian;Latvian;False;;TRUE;text_variant;1111;8530;7396;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 275–278.
138;131;131;lclc-n131-LKJS_CK-5000-1935-04.txt;LKJS CK 1. Maija uzsaukums jaunatnei cīnīties pret fašismu un karu;LKJS CK;1935-04;5000;Spartaks;typographic;Latvian;Latvian;False;;TRUE;text;209;1580;1365;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 279.
139;132;132;lclc-n132-LKP_Riga_committee_LKJS_Riga_committee-4000-1935-04.txt;LKP un LKJS Rīgas komiteju 1. Maija lapiņa ar aicinājumu darbaļaudīm Pirmajā Maijā iziet demonstrācijā;LKP Rīgas komiteja un LKJS Rīgas komiteja;1935-04;4000;Spartaks;typographic;Latvian;Latvian;False;;TRUE;text;209;1622;1404;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 280.
140;133;133;lclc-n133-LKJS_Daugavpils_city_committee-1000-1935-04.txt;LKJS Daugavpils komitejas 1. Maija lapiņa par Latgales jaunatnes stāvokli fašistiskās diktatūras laikā, ar aicinājumu jaunatnei cīnīties par sava ekonomiskā un politiskā stāvokļa uzlabošanu;LKJS Daugavpils pilsētas komiteja;1935-04;1000;Spartaks;rotator;Russian;Latvian;True;;TRUE;text;584;4243;3648;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 281–282.
141;134;134;lclc-n134-LKJS_Daugavpils_city_committee-500-[…1935-04-15].txt;LKJS Daugavpils komitejas 1. Maija uzsaukums bezdarbniekiem vēlēt bezdarbnieku komitejas cīņai par savām prasībām;LKJS Daugavpils pilsētas komiteja;[…1935-04-15];500;Spartaks;rotator;Russian;Latvian;True;;TRUE;text;434;3226;2781;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 283–284.
142;135;135;lclc-n135-LKP_Riga_org_West_district_committee-100-1935-04.txt;LKP Rīgas organizācijas Rietumu rajona komitejas 1. Maija uzsaukums sabiedrisko darbu strādniekiem cīnīties par ekonomiskā stāvokļa uzlabošanu;LKP Rīgas organizācijas Rietumu rajona komiteja;1935-04;100;Spartaks;rotator;Latvian;Latvian;False;;TRUE;text;260;1847;1582;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 285.
143;136;136;lclc-n136-LKJS_Riga_org_IV_district_committee_LSJS_Riga_org_I_district_committee-800-[…1935-04-30].txt;LKJS Rīgas organizācijas IV rajona un LSJS Rīgas organizācijas I rajona vienības komitejas 1. Maija uzsaukums jaunatnei cīnīties par fašisma gāšanu un sociālistiskās iekārtas nodibināšanu Latvijā;LKJS Rīgas organizācijas IV rajona un LSJS Rīgas organizācijas I rajona vienības komiteja;[…1935-04-30];800;Spartaks;rotator;Latvian;Latvian;False;;TRUE;text;406;3118;2673;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 286–287.
144;137;137;lclc-n137-LKP_Riga_committee-6000-1935-05-05.txt;LKP Rīgas komitejas lapiņa par fašistiskās valdības darbaļaudīm naidīgo politiku;LKP Rīgas komiteja;1935-05-05;6000;Spartaks;rotator;Latvian;Latvian;False;;TRUE;text;75;636;559;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 287–288.
145;138;138;lclc-n138-LKP_CK_Womens_center-5000-1935-05-07.txt;LKP CK sieviešu centra lapiņa par fašistiskās valdības rīkoto «mātes dienas» svinību šķirisko raksturu, ar aicinājumu sievietēm kopā ar strādnieku šķiru cīnīties par savām prasībām;LKP CK Sieviešu centrs;1935-05-07;5000;Spartaks;typographic;Latvian;Latvian;False;;TRUE;text;850;6132;5268;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 288–290.
146;139;139;lclc-n139-LKP_CK_LKJS_CK_LSSZP_CK_LSJS_CK-4000-[…1935-05-15].txt;LKP CK, LKJS CK, LSSZP CK un LSJS CK lapiņa sakarā ar fašistiskā apvērsuma gadadienas svinībām, ar aicinājumu jaunatnei nepiedalīties fašistu svētku gājienā;LKP CK, LKJS CK, LSSZP CK un LSJS CK;[…1935-05-15];4000;Spartaks;typographic;Latvian;Latvian;False;;TRUE;text;621;4682;4052;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 291–293.
147;140;140;lclc-n140-LKP_Riga_committee-2000-[…1935-05-15].txt;LKP Rīgas komitejas uzsaukums strādniekiem cīnīties pret strādnieku masveida atlaišanu no darba Rīgas uzņēmumos;LKP Rīgas komiteja;[…1935-05-15];2000;Spartaks;typographic;Latvian;Latvian;False;;TRUE;text;780;6138;5345;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 293–295.
148;141;141;lclc-n141-LKP_Daugavpils_city_committee_LKJS_Daugavpils_city_committee-3000-[…1935-05-15].txt;LKP un LKJS Daugavpils komitejas lapiņa sakarā ar fašistiskās diktatūras gadadienas svinībām;LKP un LKJS Daugavpils pilsētas komiteja;[…1935-05-15];3000;Spartaks;rotator;Russian;Latvian;True;;TRUE;text;440;3391;2948;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 296–297.
149;142;142;lclc-n142-LKP_Karpatu_district_committee-1000-[…1935-05-15].txt;LKP «Karpatu» rajona komitejas uzsaukums darbaļaudīm nepiedalīties valdības rīkotajās fašistiskā apvērsuma gadadienas svinībās;LKP «Karpatu» rajona komiteja;[…1935-05-15];1000;Spartaks;rotator;Latvian;Latvian;False;;TRUE;text;393;3103;2704;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 297–299.
150;143;143;lclc-n143-SP_CK-4000-[…1935-05-15].txt;Latvijas Sarkanās Palīdzības CK uzsaukums darbaļaudīm boikotēt fašistiskā apvērsuma gadadienas svinības;Latvijas Sarkanās Palīdzības CK;[…1935-05-15];4000;Spartaks;rotator;Latvian;Latvian;False;;TRUE;text;719;5703;4976;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 299–301.
151;144;144;lclc-n144-LKJS_CK_LSJS_CK-3000-1935-06.txt;Latvijas Sarkanās Palīdzības CK uzsaukums darbaļaudīm boikotēt fašistiskā apvērsuma gadadienas svinības;LKJS CK un LSJS CK;1935-06;3000;Spartaks;typographic;Latvian;Latvian;False;;TRUE;text;770;5418;4642;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 302–304.
152;145;145;lclc-n145-LKJS_Riga_committee-2000-1935-06-15.txt;LKJS Rīgas komitejas uzsaukums kokzāģētavu strādniekiem organizēt cīņu par darba algas paaugstināšanu un darba apstākļu uzlabošanu;LKJS Rīgas komiteja;1935-06-15;2000;Spartaks;rotator;Latvian;Latvian;False;;TRUE;text;333;2673;2327;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 304–305.
153;146;146;lclc-n146-LKJS_Riga_org_IV_district_committee-unk-1935-07-25.txt;LKJS Rīgas organizācijas IV rajona komitejas uzsaukums strādniekiem protestēt pret represijām un politisko apcietināto režīma pasliktināšanu Latvijas cietumos;LKJS Rīgas organizācijas IV rajona komiteja;1935-07-25;unk;Spartaks;rotator;Latvian;Latvian;False;;TRUE;text;226;1735;1506;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 306.
154;147;147;lclc-n147-LKP_soldiers_org-unk-[…1935-07-27].txt;LKP kareivju organizācijas lapiņa par fašistiskās valdības izrēķināšanos ar politiski neuzticamiem Latvijas buržuāziskās armijas virsniekiem un instruktoriem;LKP kareivju organizācija;[…1935-07-27];unk;unk;rotator;Latvian;Latvian;False;;TRUE;text;451;3284;2810;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 307–308.
155;148;148;lclc-n148-LKP_Riga_org_Kirov_district_committee-800-[…1935-07-28].txt;LKP Rīgas organizācijas Kirova rajona komitejas uzsaukums strādniekiem boikotēt valdības rīkotos fašistisko arodbiedrību karogu iesvētīšanas svētkus;LKP Rīgas organizācijas Kirova rajona komiteja;[…1935-07-28];800;unk;rotator;Latvian;Latvian;False;;TRUE;text;490;3745;3248;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 308–310.
156;149;149;lclc-n149-LKP_Riga_committee-5000-[…1935-07-28].txt;LKP Rīgas komitejas uzsaukums darbaļaudīm izmantot cīņai par savām prasībām valdības rīkotos fašistisko arodbiedrību karogu iesvētīšanas svētkus;LKP Rīgas komiteja;[…1935-07-28];5000;Spartaks;rotator;Latvian;Latvian;False;;TRUE;text;864;6453;5582;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 310–312.
157;150;150;lclc-n150-LKP_Riga_committee-6000-[…1935-07-28].txt;LKP Rīgas komitejas uzsaukums strādniekiem boikotēt valdības rīkotos fašistisko arodbiedrību karogu iesvētīšanas svētkus un cīnīties par arodbiedrību pārvēršanu strādnieku šķiras cīņas organizācijās;LKP Rīgas komiteja;[…1935-07-28];6000;Spartaks;typographic;Latvian;Latvian;False;;TRUE;text;462;3549;3086;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 313–314.
158;151;151;lclc-n151-LKJS_Riga_org_IV_district_committee-1000-[…1935-07-28].txt;LKJS Rīgas organizācijas IV rajona komitejas uzsaukums maizniekiem boikotēt fašistisko arodbiedrību karogu iesvētīšanas svētkus un cīnīties par revolucionāro arodbiedrību atjaunošanu;LKJS Rīgas organizācijas IV rajona komiteja;[…1935-07-28];1000;unk;typographic;Latvian;Latvian;False;;TRUE;text;309;2493;2179;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 315–316.
159;152;152;lclc-n152-LKJS_CK_LSJS_CK-5000-[…1935-07-28].txt;LKJS CK un LSJS CK uzsaukums jaunatnei Starptautiskajā pretkara dienā organizēt pretkara un pretfašisma cīņas kampaņu;LKJS CK un LSJS CK;[…1935-07-28];5000;Spartaks;typographic;Latvian;Latvian;False;;TRUE;text;887;6773;5874;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 316–319.
160;153;153;lclc-n153-SP_CK-3000-[…1935-07-28].txt;Latvijas Sarkanās Palīdzības CK Starptautiskajai pretkara dienai veltīta lapiņa ar aicinājumu darbaļaudīm pastiprināt cīņu pret karu un fašismu;Latvijas Sarkanās Palīdzības CK;[…1935-07-28];3000;«Sarkanās Palīdzības» spiestuve;rotator;Latvian;Latvian;False;;TRUE;text;433;3389;2953;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 319–320.
161;154;154;lclc-n154-LKP_CK_LKJS_CK_LSSZP_CK_LSJS_CK-5000-1935-07.txt;LKP CK, LKJS CK, LSSZP CK un LSJS CK Starptautiskajai pretkara dienai veltīta lapiņa ar aicinājumu darbaļaudīm cīnīties pret fašismu un kara gatavošanu;LKP CK, LKJS CK, LSSZP CK un LSJS CK;1935-07;5000;Spartaks;typographic;Latvian;Latvian;False;;TRUE;text;874;6763;5879;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 321–323.
162;155;155;lclc-n155-LKJS_Bauska_district_committee-unk-[…1935-08-01].txt;LKJS Bauskas rajona komitejas uzsaukums darbaļaudīm cīnīties pret fašismu un karu;LKJS Bauskas rajona komiteja;[…1935-08-01];unk;Spartaks;shapirograph;Latvian;Latvian;False;;TRUE;text;295;2100;1803;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 324.
163;156;156;lclc-n156-LKJS_CK_LKJS_Latgale_regional_committee-1500-[…1935-08-15].txt;LKJS CK un LKJS Latgales apgabala komitejas lapiņa sakarā ar gadskārtējo katoļu dievkalpojumu Aglonas baznīcā, ar aicinājumu komunistiem, sociāldemokrātiem un citiem progresīviem darbaļaužu pārstāvjiem izmantot baznīcēnu sanāksmi pretfašistiskās cīņas frontes paplašināšanai;LKJS CK un LKJS Latgales apgabala komiteja;[…1935-08-15];1500;Spartaks;rotator;Latvian;Latvian;False;;TRUE;text;500;3806;3295;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 325–326.
164;157;157;lclc-n157-LKP_LKJS_LSSZP_LSJS_Ventspils_district_committee-3000-[…1935-09-15].txt;LKP, LKJS, LSSZP un LSJS Ventspils rajona komiteju lapiņa sakarā ar fašistiskās arodbiedrības atklāšanu pilsētā, ar aicinājumu strādniekiem cīnīties par revolucionāro arodbiedrību atjaunošanu;LKP, LKJS, LSSZP un LSJS Ventspils rajona komitejas;[…1935-09-15];3000;Spartaks;rotator;Latvian;Latvian;False;;TRUE;text;548;4237;3671;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 327–329.
165;158;158;lclc-n158-LKJS_CK_LSJS_CK-5000-1935-09.txt;LKJS CK un LSJS CK uzsaukums skolu jaunatnei piedalīties strādnieku šķiras cīņā pret fašistisko diktatūru;LKJS CK un LSJS CK;1935-09;5000;Spartaks;typographic;Latvian;Latvian;False;;TRUE;text;854;6035;5170;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 329–331.
